            table_name            |           column_name            |          data_type          
 billing_clients                  | billing_address                  | text
 billing_clients                  | billing_city                     | character varying
 billing_clients                  | billing_country                  | character varying
 billing_clients                  | billing_postal_code              | character varying
 billing_clients                  | currency                         | character varying
 billing_clients                  | payment_terms_days               | integer
 billing_clients                  | notes                            | text
 billing_clients                  | status                           | character varying
 billing_clients                  | created_at                       | timestamp without time zone
 billing_clients                  | updated_at                       | timestamp without time zone
 billing_credit_notes             | id                               | integer
 billing_credit_notes             | credit_note_number               | character varying
 billing_credit_notes             | invoice_id                       | integer
 billing_credit_notes             | client_id                        | integer
 billing_credit_notes             | amount_cents                     | bigint
 billing_credit_notes             | tax_percent                      | integer
 billing_credit_notes             | tax_cents                        | bigint
 billing_credit_notes             | total_cents                      | bigint
 billing_credit_notes             | currency                         | character varying
 billing_credit_notes             | reason                           | text
 billing_credit_notes             | status                           | character varying
 billing_credit_notes             | access_token                     | character varying
 billing_credit_notes             | issued_at                        | timestamp without time zone
 billing_credit_notes             | applied_at                       | timestamp without time zone
 billing_credit_notes             | internal_notes                   | text
 billing_credit_notes             | created_by_user_id               | integer
 billing_credit_notes             | created_at                       | timestamp without time zone
 billing_credit_notes             | updated_at                       | timestamp without time zone
 billing_email_events             | id                               | integer
 billing_email_events             | tracking_token                   | character varying
 billing_email_events             | quote_id                         | integer
 billing_email_events             | invoice_id                       | integer
 billing_email_events             | credit_note_id                   | integer
 billing_email_events             | client_id                        | integer
 billing_email_events             | recipient_email                  | character varying
 billing_email_events             | email_type                       | character varying
 billing_email_events             | subject                          | character varying
 billing_email_events             | sent_at                          | timestamp without time zone
 billing_email_events             | first_opened_at                  | timestamp without time zone
 billing_email_events             | open_count                       | integer
 billing_email_events             | last_opened_at                   | timestamp without time zone
 billing_email_events             | last_open_ip                     | character varying
 billing_email_events             | last_open_user_agent             | text
 billing_email_events             | created_at                       | timestamp without time zone
 billing_fx_rates                 | id                               | integer
 billing_fx_rates                 | base_currency                    | character varying
 billing_fx_rates                 | target_currency                  | character varying
 billing_fx_rates                 | rate                             | character varying
 billing_fx_rates                 | source                           | character varying
 billing_fx_rates                 | fetched_at                       | timestamp without time zone
 billing_invoices                 | id                               | integer
 billing_invoices                 | invoice_number                   | character varying
 billing_invoices                 | client_id                        | integer
 billing_invoices                 | quote_id                         | integer
 billing_invoices                 | title                            | character varying
 billing_invoices                 | subtotal_cents                   | bigint
 billing_invoices                 | discount_cents                   | bigint
 billing_invoices                 | tax_percent                      | integer
 billing_invoices                 | tax_cents                        | bigint
 billing_invoices                 | total_cents                      | bigint
 billing_invoices                 | paid_cents                       | bigint
 billing_invoices                 | currency                         | character varying
 billing_invoices                 | status                           | character varying
 billing_invoices                 | issued_at                        | timestamp without time zone
 billing_invoices                 | due_at                           | timestamp without time zone
 billing_invoices                 | paid_at                          | timestamp without time zone
 billing_invoices                 | access_token                     | character varying
 billing_invoices                 | payment_terms                    | text
 billing_invoices                 | internal_notes                   | text
 billing_invoices                 | client_notes                     | text
 billing_invoices                 | bank_details                     | text
 billing_invoices                 | created_by_user_id               | integer
 billing_invoices                 | created_at                       | timestamp without time zone
 billing_invoices                 | updated_at                       | timestamp without time zone
 billing_line_item_templates      | id                               | integer
 billing_line_item_templates      | name                             | character varying
 billing_line_item_templates      | description                      | text
 billing_line_item_templates      | category                         | character varying
 billing_line_item_templates      | default_unit_price_cents         | bigint
 billing_line_item_templates      | default_currency                 | character varying
 billing_line_item_templates      | is_package                       | boolean
 billing_line_item_templates      | package_items_json               | text
 billing_line_item_templates      | usage_count                      | integer
 billing_line_item_templates      | is_active                        | boolean
 billing_line_item_templates      | created_by_user_id               | integer
 billing_line_item_templates      | created_at                       | timestamp without time zone
 billing_line_item_templates      | updated_at                       | timestamp without time zone
 billing_line_items               | id                               | integer
 billing_line_items               | quote_id                         | integer
 billing_line_items               | invoice_id                       | integer
 billing_line_items               | description                      | character varying
 billing_line_items               | category                         | character varying
 billing_line_items               | quantity                         | integer
 billing_line_items               | unit_price_cents                 | bigint
 billing_line_items               | total_cents                      | bigint
 billing_line_items               | sort_order                       | integer
 billing_line_items               | created_at                       | timestamp without time zone
 billing_payments                 | id                               | integer
 billing_payments                 | invoice_id                       | integer
 billing_payments                 | client_id                        | integer
 billing_payments                 | amount_cents                     | bigint
 billing_payments                 | currency                         | character varying
 billing_payments                 | payment_method                   | character varying
 billing_payments                 | reference                        | character varying
 billing_payments                 | paid_at                          | timestamp without time zone
 billing_payments                 | notes                            | text
 billing_payments                 | recorded_by_user_id              | integer
 billing_payments                 | created_at                       | timestamp without time zone
 billing_quote_versions           | id                               | integer
 billing_quote_versions           | quote_id                         | integer
 billing_quote_versions           | version_number                   | integer
 billing_quote_versions           | subtotal_cents                   | bigint
 billing_quote_versions           | discount_cents                   | bigint
 billing_quote_versions           | tax_percent                      | integer
 billing_quote_versions           | total_cents                      | bigint
 billing_quote_versions           | currency                         | character varying
 billing_quote_versions           | line_items_snapshot              | text
 billing_quote_versions           | change_notes                     | text
 billing_quote_versions           | created_by_user_id               | integer
 billing_quote_versions           | created_at                       | timestamp without time zone
 billing_quotes                   | id                               | integer
 billing_quotes                   | quote_number                     | character varying
 billing_quotes                   | client_id                        | integer
 billing_quotes                   | title                            | character varying
 billing_quotes                   | description                      | text
 billing_quotes                   | subtotal_cents                   | bigint
 billing_quotes                   | discount_cents                   | bigint
 billing_quotes                   | tax_percent                      | integer
 billing_quotes                   | total_cents                      | bigint
 billing_quotes                   | currency                         | character varying
 billing_quotes                   | status                           | character varying
 billing_quotes                   | issued_at                        | timestamp without time zone
 billing_quotes                   | expires_at                       | timestamp without time zone
 billing_quotes                   | accepted_at                      | timestamp without time zone
 billing_quotes                   | access_token                     | character varying
 billing_quotes                   | payment_terms                    | text
 billing_quotes                   | internal_notes                   | text
 billing_quotes                   | client_notes                     | text
 billing_quotes                   | created_by_user_id               | integer
 billing_quotes                   | created_at                       | timestamp without time zone
 billing_quotes                   | updated_at                       | timestamp without time zone
 billing_recurring_templates      | id                               | integer
 billing_recurring_templates      | name                             | character varying
 billing_recurring_templates      | client_id                        | integer
 billing_recurring_templates      | title_template                   | character varying
 billing_recurring_templates      | line_items_json                  | text
 billing_recurring_templates      | discount_percent                 | integer
 billing_recurring_templates      | tax_percent                      | integer
 billing_recurring_templates      | currency                         | character varying
 billing_recurring_templates      | payment_terms                    | text
 billing_recurring_templates      | frequency                        | character varying
 billing_recurring_templates      | day_of_month                     | integer
 billing_recurring_templates      | next_generation_at               | timestamp without time zone
 billing_recurring_templates      | last_generated_at                | timestamp without time zone
 billing_recurring_templates      | is_active                        | boolean
 billing_recurring_templates      | auto_draft                       | boolean
 billing_recurring_templates      | created_by_user_id               | integer
 billing_recurring_templates      | created_at                       | timestamp without time zone
 billing_recurring_templates      | updated_at                       | timestamp without time zone
 board_intelligence_compass       | id                               | integer
 board_intelligence_compass       | session_id                       | integer
 board_intelligence_compass       | event_id                         | integer
 board_intelligence_compass       | created_at                       | timestamp without time zone
 board_intelligence_compass       | updated_at                       | timestamp without time zone
 board_members                    | id                               | integer
 board_members                    | company                          | character varying
 board_members                    | name                             | character varying
 board_members                    | role                             | character varying
 board_members                    | committee                        | character varying
 board_members                    | appointed_at                     | timestamp without time zone
 board_members                    | bio                              | text
 board_members                    | linkedin_url                     | text
 board_members                    | active                           | boolean
 board_members                    | created_at                       | timestamp without time zone
 board_members                    | notes                            | text
 board_members                    | tenure_start                     | timestamp without time zone
 board_members                    | shareholding                     | character varying
 board_members                    | independent_ned                  | boolean
 board_resolutions                | id                               | integer
 board_resolutions                | compass_id                       | integer
 board_resolutions                | action_type                      | character varying
 board_resolutions                | description                      | text
 board_resolutions                | priority                         | character varying
 board_resolutions                | owner                            | character varying
 board_resolutions                | due_date                         | timestamp without time zone
 board_resolutions                | status                           | character varying
 board_resolutions                | created_at                       | timestamp without time zone
 bridge_call_recordings           | id                               | integer
 bridge_call_recordings           | conference_id                    | integer
 bridge_call_recordings           | twilio_rec_sid                   | character varying
 bridge_call_recordings           | channels                         | integer
 bridge_call_recordings           | duration_sec                     | integer
 bridge_call_recordings           | file_size_bytes                  | bigint
 bridge_call_recordings           | storage_url                      | character varying
 bridge_call_recordings           | transcript_url                   | character varying
 bridge_call_recordings           | transcript_text                  | text
 bridge_call_recordings           | status                           | character varying
 bridge_call_recordings           | created_at                       | timestamp with time zone
 bridge_conferences               | id                               | integer
 bridge_conferences               | bridge_event_id                  | integer
 bridge_conferences               | twilio_conf_sid                  | character varying
 bridge_conferences               | twilio_conf_name                 | character varying
 bridge_conferences               | type                             | character varying
 bridge_conferences               | phase                            | character varying
 bridge_conferences               | is_recording                     | boolean
 bridge_conferences               | is_locked                        | boolean
 bridge_conferences               | qa_active                        | boolean
 bridge_conferences               | recording_sid                    | character varying
 bridge_conferences               | recording_url                    | character varying
 bridge_conferences               | started_at                       | timestamp with time zone
 bridge_conferences               | ended_at                         | timestamp with time zone
 bridge_conferences               | created_at                       | timestamp with time zone
 bridge_events                    | id                               | integer
 bridge_events                    | event_id                         | character varying
 bridge_events                    | name                             | character varying
 bridge_events                    | organiser_name                   | character varying
 bridge_events                    | organiser_email                  | character varying
 bridge_events                    | scheduled_at                     | timestamp with time zone
 bridge_events                    | status                           | character varying
 bridge_events                    | bridge_enabled                   | boolean
 bridge_events                    | access_code                      | character varying
 bridge_events                    | dial_in_number                   | character varying
 bridge_events                    | external_sources                 | text
 bridge_events                    | recall_bot_ids                   | text
 bridge_events                    | shadow_session_id                | integer
 bridge_events                    | created_at                       | timestamp with time zone
 bridge_events                    | updated_at                       | timestamp with time zone
 bridge_greeter_queue             | id                               | integer
 bridge_greeter_queue             | bridge_event_id                  | integer
 bridge_greeter_queue             | twilio_call_sid                  | character varying
 bridge_greeter_queue             | phone_number                     | character varying
 bridge_greeter_queue             | voice_name_url                   | character varying
 bridge_greeter_queue             | voice_org_url                    | character varying
 bridge_greeter_queue             | transcribed_name                 | character varying
 bridge_greeter_queue             | transcribed_org                  | character varying
 bridge_greeter_queue             | status                           | character varying
 bridge_greeter_queue             | queued_at                        | timestamp with time zone
 bridge_greeter_queue             | admitted_at                      | timestamp with time zone
 bridge_greeter_queue             | conference_id                    | integer
 bridge_operator_actions          | id                               | integer
 bridge_operator_actions          | conference_id                    | integer
 bridge_operator_actions          | operator_id                      | character varying
 bridge_operator_actions          | action                           | character varying
 bridge_operator_actions          | target_id                        | integer
 bridge_operator_actions          | category                         | character varying
 bridge_operator_actions          | metadata                         | text
 bridge_operator_actions          | performed_at                     | timestamp with time zone
 bridge_participants              | id                               | integer
 bridge_participants              | bridge_event_id                  | integer
 bridge_participants              | conference_id                    | integer
 bridge_participants              | name                             | character varying
 bridge_participants              | organisation                     | character varying
 bridge_participants              | phone_number                     | character varying
 bridge_participants              | role                             | character varying
 bridge_participants              | status                           | character varying
 bridge_participants              | connection_method                | character varying
 bridge_participants              | twilio_call_sid                  | character varying
 bridge_participants              | twilio_participant_sid           | character varying
 bridge_participants              | voice_capture_url                | character varying
 bridge_participants              | is_muted                         | boolean
 bridge_participants              | is_on_hold                       | boolean
 bridge_participants              | hand_raised                      | boolean
 bridge_participants              | hand_raised_at                   | timestamp with time zone
 bridge_participants              | qa_position                      | integer
 bridge_participants              | notes                            | text
 bridge_participants              | join_time                        | timestamp with time zone
 bridge_participants              | leave_time                       | timestamp with time zone
 bridge_participants              | duration_seconds                 | integer
 bridge_participants              | greeted                          | boolean
 bridge_participants              | created_at                       | timestamp with time zone
 bridge_participants              | updated_at                       | timestamp with time zone
 bridge_qa_questions              | id                               | integer
 bridge_qa_questions              | conference_id                    | integer
 bridge_qa_questions              | participant_id                   | integer
 bridge_qa_questions              | question_text                    | text
 bridge_qa_questions              | method                           | character varying
 bridge_qa_questions              | queue_position                   | integer
 bridge_qa_questions              | status                           | character varying
 bridge_qa_questions              | raised_at                        | timestamp with time zone
 bridge_qa_questions              | approved_at                      | timestamp with time zone
 bridge_qa_questions              | went_live_at                     | timestamp with time zone
 bridge_qa_questions              | answered_at                      | timestamp with time zone
 bridge_qa_questions              | dismissed_at                     | timestamp with time zone
 bridge_qa_questions              | operator_notes                   | text
 briefing_accuracy_scores         | id                               | integer
 briefing_accuracy_scores         | session_id                       | integer
 briefing_accuracy_scores         | overall_score                    | real
 briefing_accuracy_scores         | topics_covered                   | integer
 briefing_accuracy_scores         | topics_missed                    | integer
 briefing_accuracy_scores         | sentiment_accuracy               | real
 briefing_accuracy_scores         | key_metrics_accuracy             | real
 briefing_accuracy_scores         | scored_at                        | timestamp without time zone
 briefing_accuracy_scores         | detail                           | jsonb
 briefing_action_history          | id                               | integer
 briefing_action_history          | briefing_id                      | integer
 briefing_action_history          | action                           | character varying
 briefing_action_history          | actor                            | character varying
 briefing_action_history          | details                          | text
 briefing_action_history          | created_at                       | timestamp without time zone
 briefing_provenance              | id                               | integer
 briefing_provenance              | briefing_id                      | integer
 briefing_provenance              | data_point                       | character varying
 briefing_provenance              | source                           | character varying
 briefing_provenance              | timestamp                        | timestamp without time zone
 briefing_provenance              | confidence                       | real
 briefing_provenance              | version                          | integer
 briefing_provenance              | created_at                       | timestamp without time zone
 broadcast_sessions               | id                               | integer
 broadcast_sessions               | event_id                         | character varying
 broadcast_sessions               | presenter_name                   | character varying
 broadcast_sessions               | avg_wpm                          | real
 broadcast_sessions               | optimal_wpm_min                  | integer
 broadcast_sessions               | optimal_wpm_max                  | integer
 broadcast_sessions               | pace_alerts                      | integer
 broadcast_sessions               | filler_word_count                | integer
 broadcast_sessions               | key_moments_json                 | json
 broadcast_sessions               | recap_json                       | json
 broadcast_sessions               | recap_generated_at               | timestamp without time zone
 broadcast_sessions               | duration_seconds                 | integer
 broadcast_sessions               | created_at                       | timestamp without time zone
 broadcast_sessions               | updated_at                       | timestamp without time zone
 capability_roadmap               | id                               | integer
 capability_roadmap               | timeframe                        | character varying
 capability_roadmap               | capability                       | character varying
 capability_roadmap               | rationale                        | text
 capability_roadmap               | gap_score                        | real
 capability_roadmap               | priority                         | character varying
 capability_roadmap               | status                           | character varying
 capability_roadmap               | proposal_id                      | integer
 capability_roadmap               | created_at                       | timestamp without time zone
 capability_roadmap               | updated_at                       | timestamp without time zone
 client_event_assignments         | id                               | integer
 client_event_assignments         | client_id                        | integer
 client_event_assignments         | event_id                         | integer
 client_event_assignments         | display_order                    | integer
 client_event_assignments         | is_featured                      | boolean
 client_event_assignments         | custom_title                     | character varying
 client_event_assignments         | custom_description               | text
 client_event_assignments         | created_at                       | timestamp without time zone
 client_portals                   | id                               | integer
 client_portals                   | client_id                        | integer
 client_portals                   | event_id                         | character varying
 client_portals                   | is_published                     | boolean
 client_portals                   | custom_title                     | character varying
 client_portals                   | custom_description               | text
 client_portals                   | password_protected               | boolean
 client_portals                   | access_code                      | character varying
 client_portals                   | view_count                       | integer
 client_portals                   | created_at                       | timestamp without time zone
 client_portals                   | updated_at                       | timestamp without time zone
 client_report_access             | id                               | integer
 client_report_access             | token_id                         | integer
 client_report_access             | session_id                       | integer
 client_report_access             | tab_viewed                       | character varying
 client_report_access             | time_spent_secs                  | integer
 client_report_access             | accessed_at                      | timestamp without time zone
 client_report_feedback           | id                               | integer
 client_report_feedback           | session_id                       | integer
 client_report_feedback           | token                            | character varying
 client_report_feedback           | rating                           | integer
 client_report_feedback           | comment                          | text
 client_report_feedback           | submitted_at                     | timestamp without time zone
 client_report_view_log           | id                               | integer
 client_report_view_log           | token                            | character varying
 client_report_view_log           | session_id                       | integer
 client_report_view_log           | tab_viewed                       | character varying
 client_report_view_log           | time_spent_secs                  | integer
 client_report_view_log           | ip_address                       | character varying
 client_report_view_log           | user_agent                       | text
 client_report_view_log           | viewed_at                        | timestamp without time zone
 client_tokens                    | id                               | integer
 client_tokens                    | token                            | character varying
 client_tokens                    | session_id                       | integer
 client_tokens                    | partner_id                       | integer
 client_tokens                    | recipient_name                   | character varying
 client_tokens                    | recipient_email                  | character varying
 client_tokens                    | recipient_role                   | character varying
 client_tokens                    | access_type                      | character varying
 client_tokens                    | expires_at                       | timestamp without time zone
 client_tokens                    | last_accessed_at                 | timestamp without time zone
 client_tokens                    | created_at                       | timestamp without time zone
 clients                          | id                               | integer
 clients                          | slug                             | character varying
 clients                          | company_name                     | character varying
 clients                          | logo_url                         | text
 clients                          | primary_color                    | character varying
 clients                          | secondary_color                  | character varying
 clients                          | custom_domain                    | character varying
 clients                          | contact_email                    | character varying
 clients                          | billing_tier                     | character varying
 clients                          | is_active                        | boolean
 clients                          | created_at                       | timestamp without time zone
 clients                          | updated_at                       | timestamp without time zone
 commitment_signals               | id                               | integer
 commitment_signals               | meetingDbId                      | integer
 commitment_signals               | roadshowId                       | character varying
 commitment_signals               | investorId                       | integer
 commitment_signals               | investorName                     | character varying
 commitment_signals               | institution                      | character varying
 commitment_signals               | quote                            | text
 commitment_signals               | signalType                       | character varying
 commitment_signals               | confidenceScore                  | integer
 commitment_signals               | indicatedAmount                  | character varying
 commitment_signals               | detectedAt                       | timestamp without time zone
 commitment_signals               | createdAt                        | timestamp without time zone
 compass_action_history           | id                               | integer
 compass_action_history           | compass_id                       | integer
 compass_action_history           | action                           | character varying
 compass_action_history           | actor                            | character varying
 compass_action_history           | details                          | text
 compass_action_history           | created_at                       | timestamp without time zone
 compass_provenance               | id                               | integer
 compass_provenance               | compass_id                       | integer
 compass_provenance               | output_type                      | character varying
 compass_provenance               | source                           | character varying
 compass_provenance               | timestamp                        | timestamp without time zone
 compass_provenance               | confidence                       | real
 compass_provenance               | version                          | integer
 compass_provenance               | created_at                       | timestamp without time zone
 compliance_action_items          | id                               | integer
 compliance_action_items          | monitor_id                       | integer
 compliance_action_items          | action_type                      | character varying
 compliance_action_items          | description                      | text
 compliance_action_items          | priority                         | character varying
 compliance_action_items          | owner                            | character varying
 compliance_action_items          | due_date                         | timestamp without time zone
 compliance_action_items          | status                           | character varying
 compliance_action_items          | created_at                       | timestamp without time zone
 compliance_audit_log             | id                               | integer
 compliance_audit_log             | event_id                         | character varying
 compliance_audit_log             | action                           | character varying
 compliance_audit_log             | user_id                          | integer
 compliance_audit_log             | details                          | text
 compliance_audit_log             | created_at                       | timestamp without time zone
 compliance_certificates          | id                               | integer
 compliance_certificates          | event_id                         | character varying
 compliance_certificates          | certificate_id                   | character varying
 compliance_certificates          | pdf_url                          | text
 compliance_certificates          | generated_by                     | integer
 compliance_certificates          | generated_at                     | timestamp without time zone
 compliance_certificates          | signed_by                        | integer
 compliance_certificates          | signed_at                        | timestamp without time zone
 compliance_certificates          | created_at                       | timestamp without time zone
 compliance_deadlines             | id                               | integer
 compliance_deadlines             | session_id                       | integer
 compliance_deadlines             | action                           | text
 compliance_deadlines             | jurisdiction                     | character varying
 compliance_deadlines             | deadline_at                      | timestamp without time zone
 compliance_deadlines             | priority                         | character varying
 compliance_deadlines             | assigned_to                      | character varying
 compliance_deadlines             | status                           | character varying
 compliance_deadlines             | escalated_at                     | timestamp without time zone
 compliance_deadlines             | completed_at                     | timestamp without time zone
 compliance_deadlines             | created_at                       | timestamp without time zone
 compliance_deadlines             | flag_id                          | integer
 compliance_detection_stats       | id                               | integer
 compliance_detection_stats       | event_id                         | character varying
 compliance_detection_stats       | total_violations_detected        | integer
 compliance_detection_stats       | violations_by_type               | text
 compliance_detection_stats       | violations_by_severity           | text
 compliance_detection_stats       | avg_confidence_score             | real
 compliance_detection_stats       | avg_detection_latency_ms         | integer
 compliance_detection_stats       | false_positive_rate              | real
 compliance_detection_stats       | recorded_at                      | timestamp without time zone
 compliance_evidence_files        | id                               | integer
 compliance_evidence_files        | control_type                     | character varying
 compliance_evidence_files        | control_id                       | integer
 compliance_evidence_files        | file_name                        | character varying
 compliance_evidence_files        | file_url                         | text
 compliance_evidence_files        | file_key                         | character varying
 compliance_evidence_files        | mime_type                        | character varying
 compliance_evidence_files        | uploaded_by                      | integer
 compliance_evidence_files        | uploaded_at                      | bigint
 compliance_evidence_files        | expires_at                       | bigint
 compliance_flags                 | id                               | integer
 compliance_flags                 | event_id                         | character varying
 compliance_flags                 | statement_text                   | text
 compliance_flags                 | timestamp                        | character varying
 compliance_flags                 | speaker_name                     | character varying
 compliance_flags                 | risk_level                       | character varying
 compliance_flags                 | flag_reason                      | text
 compliance_flags                 | compliance_status                | character varying
 compliance_flags                 | reviewed_by                      | integer
 compliance_flags                 | reviewed_at                      | timestamp without time zone
 compliance_flags                 | approved_by                      | integer
 compliance_flags                 | approved_at                      | timestamp without time zone
 compliance_flags                 | created_at                       | timestamp without time zone
 compliance_framework_checks      | id                               | integer
 compliance_framework_checks      | framework                        | character varying
 compliance_framework_checks      | control_ref                      | character varying
 compliance_framework_checks      | control_name                     | character varying
 compliance_framework_checks      | check_type                       | character varying
 compliance_framework_checks      | status                           | character varying
 compliance_framework_checks      | last_checked_at                  | timestamp without time zone
 compliance_framework_checks      | details                          | text
 compliance_framework_checks      | evidence                         | json
 compliance_framework_checks      | created_at                       | timestamp without time zone
 compliance_framework_checks      | updated_at                       | timestamp without time zone
 compliance_hotspots              | id                               | integer
 compliance_hotspots              | briefing_id                      | integer
 compliance_hotspots              | area                             | character varying
 compliance_hotspots              | description                      | text
 compliance_hotspots              | risk_level                       | character varying
 compliance_hotspots              | regulatory_basis                 | character varying
 compliance_hotspots              | recommended_action               | text
 compliance_hotspots              | created_at                       | timestamp without time zone
 compliance_provenance            | id                               | integer
 compliance_provenance            | monitor_id                       | integer
 compliance_provenance            | flag_id                          | integer
 compliance_provenance            | source                           | character varying
 compliance_provenance            | timestamp                        | timestamp without time zone
 compliance_provenance            | confidence                       | real
 compliance_provenance            | version                          | integer
 compliance_provenance            | created_at                       | timestamp without time zone
 compliance_threats               | id                               | integer
 compliance_threats               | threat_type                      | character varying
 compliance_threats               | severity                         | character varying
 compliance_threats               | status                           | character varying
 compliance_threats               | event_id                         | character varying
 compliance_threats               | source_system                    | character varying
 compliance_threats               | title                            | character varying
 compliance_threats               | description                      | text
 compliance_threats               | evidence                         | json
 compliance_threats               | affected_entities                | json
 compliance_threats               | ai_confidence                    | real
 compliance_threats               | ai_reasoning                     | text
 compliance_threats               | remediation_action               | character varying
